"Block_Nr","Block_Name","Task_Nr","Task_Name","Trial_Nr","Trial_Id","Condition_Id","eng_or_no","english_recording","German_recording","prolific_id","spanish_recording","word","word_e0d6c","word_french","word_french_recording","word_german","completed","crowdsourcing_code","crowdsourcing_subj_id","end_time","exp_subject_id","group_name","rec_session_id","session_name","session_nr","start_time","subj_counter_global","subj_counter_per_group","subject_code","time_delay_offset","time_measure_std","unlocked"
1,"block_1",4,"French","8","8","3","","","","","","","","f_u","blockNr_1_taskNr_4_trialNr_8_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","9","15","5","","","","","","","","f_i","blockNr_1_taskNr_4_trialNr_9_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","10","13","5","","","","","","","","f_i","blockNr_1_taskNr_4_trialNr_10_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","11","10","4","","","","","","","","p_u","blockNr_1_taskNr_4_trialNr_11_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","12","17","6","","","","","","","","p_i","blockNr_1_taskNr_4_trialNr_12_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","13","1","1","","","","","","","","f_schwa","blockNr_1_taskNr_4_trialNr_13_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","14","18","6","","","","","","","","p_i","blockNr_1_taskNr_4_trialNr_14_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","15","23","8","","","","","","","","p_o","blockNr_1_taskNr_4_trialNr_15_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","16","5","2","","","","","","","","p_schwa","blockNr_1_taskNr_4_trialNr_16_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","17","2","1","","","","","","","","f_schwa","blockNr_1_taskNr_4_trialNr_17_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","18","9","3","","","","","","","","f_u","blockNr_1_taskNr_4_trialNr_18_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","19","11","4","","","","","","","","p_u","blockNr_1_taskNr_4_trialNr_19_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","20","24","8","","","","","","","","p_o","blockNr_1_taskNr_4_trialNr_20_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","21","12","4","","","","","","","","p_u","blockNr_1_taskNr_4_trialNr_21_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","22","7","3","","","","","","","","f_u","blockNr_1_taskNr_4_trialNr_22_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","23","22","8","","","","","","","","p_o","blockNr_1_taskNr_4_trialNr_23_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",4,"French","24","6","2","","","","","","","","p_schwa","blockNr_1_taskNr_4_trialNr_24_french_recording.wav","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","1","3","1","","","","","blockNr_1_taskNr_6_trialNr_1_spanish_recording.wav","","p_i","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","2","8","3","","","","","blockNr_1_taskNr_6_trialNr_2_spanish_recording.wav","","f_o","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","3","22","8","","","","","blockNr_1_taskNr_6_trialNr_3_spanish_recording.wav","","p_a","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","4","7","3","","","","","blockNr_1_taskNr_6_trialNr_4_spanish_recording.wav","","f_o","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","5","21","7","","","","","blockNr_1_taskNr_6_trialNr_5_spanish_recording.wav","","f_a","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","6","4","2","","","","","blockNr_1_taskNr_6_trialNr_6_spanish_recording.wav","","f_i","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","7","11","4","","","","","blockNr_1_taskNr_6_trialNr_7_spanish_recording.wav","","p_o","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","8","15","5","","","","","blockNr_1_taskNr_6_trialNr_8_spanish_recording.wav","","f_u","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","9","1","1","","","","","blockNr_1_taskNr_6_trialNr_9_spanish_recording.wav","","p_i","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","10","16","6","","","","","blockNr_1_taskNr_6_trialNr_10_spanish_recording.wav","","p_u","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","11","2","1","","","","","blockNr_1_taskNr_6_trialNr_11_spanish_recording.wav","","p_i","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","12","17","6","","","","","blockNr_1_taskNr_6_trialNr_12_spanish_recording.wav","","p_u","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","13","6","2","","","","","blockNr_1_taskNr_6_trialNr_13_spanish_recording.wav","","f_i","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","14","23","8","","","","","blockNr_1_taskNr_6_trialNr_14_spanish_recording.wav","","p_a","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","15","12","4","","","","","blockNr_1_taskNr_6_trialNr_15_spanish_recording.wav","","p_o","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","16","5","2","","","","","blockNr_1_taskNr_6_trialNr_16_spanish_recording.wav","","f_i","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","17","18","6","","","","","blockNr_1_taskNr_6_trialNr_17_spanish_recording.wav","","p_u","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","18","20","7","","","","","blockNr_1_taskNr_6_trialNr_18_spanish_recording.wav","","f_a","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","19","9","3","","","","","blockNr_1_taskNr_6_trialNr_19_spanish_recording.wav","","f_o","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","20","10","4","","","","","blockNr_1_taskNr_6_trialNr_20_spanish_recording.wav","","p_o","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","21","14","5","","","","","blockNr_1_taskNr_6_trialNr_21_spanish_recording.wav","","f_u","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","22","24","8","","","","","blockNr_1_taskNr_6_trialNr_22_spanish_recording.wav","","p_a","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","23","19","7","","","","","blockNr_1_taskNr_6_trialNr_23_spanish_recording.wav","","f_a","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","24","13","5","","","","","blockNr_1_taskNr_6_trialNr_24_spanish_recording.wav","","f_u","","","","yes","","","2022-06-28T03:00:26.000Z",448155,"group_1",510039,"session_1",1,"2022-06-28T02:46:45.000Z","","","","not measured","",true
1,"block_1",1,"prolific_id","1","1","1","option_0","","","614a4c9d8172751921452626","","","","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","1","15","5","","","","","","","","f_i","blockNr_1_taskNr_3_trialNr_1_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","2","23","8","","","","","","","","p_o","blockNr_1_taskNr_3_trialNr_2_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","3","4","2","","","","","","","","p_schwa","blockNr_1_taskNr_3_trialNr_3_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","4","24","8","","","","","","","","p_o","blockNr_1_taskNr_3_trialNr_4_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","5","19","7","","","","","","","","f_o","blockNr_1_taskNr_3_trialNr_5_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","6","12","4","","","","","","","","p_u","blockNr_1_taskNr_3_trialNr_6_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","7","7","3","","","","","","","","f_u","blockNr_1_taskNr_3_trialNr_7_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","8","10","4","","","","","","","","p_u","blockNr_1_taskNr_3_trialNr_8_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","9","9","3","","","","","","","","f_u","blockNr_1_taskNr_3_trialNr_9_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","10","22","8","","","","","","","","p_o","blockNr_1_taskNr_3_trialNr_10_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","11","13","5","","","","","","","","f_i","blockNr_1_taskNr_3_trialNr_11_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","12","14","5","","","","","","","","f_i","blockNr_1_taskNr_3_trialNr_12_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","13","18","6","","","","","","","","p_i","blockNr_1_taskNr_3_trialNr_13_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","14","21","7","","","","","","","","f_o","blockNr_1_taskNr_3_trialNr_14_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","15","20","7","","","","","","","","f_o","blockNr_1_taskNr_3_trialNr_15_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","16","11","4","","","","","","","","p_u","blockNr_1_taskNr_3_trialNr_16_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","17","3","1","","","","","","","","f_schwa","blockNr_1_taskNr_3_trialNr_17_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","18","8","3","","","","","","","","f_u","blockNr_1_taskNr_3_trialNr_18_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","19","17","6","","","","","","","","p_i","blockNr_1_taskNr_3_trialNr_19_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","20","2","1","","","","","","","","f_schwa","blockNr_1_taskNr_3_trialNr_20_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","21","1","1","","","","","","","","f_schwa","blockNr_1_taskNr_3_trialNr_21_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","22","5","2","","","","","","","","p_schwa","blockNr_1_taskNr_3_trialNr_22_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","23","16","6","","","","","","","","p_i","blockNr_1_taskNr_3_trialNr_23_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",3,"French","24","6","2","","","","","","","","p_schwa","blockNr_1_taskNr_3_trialNr_24_french_recording.wav","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","1","4","2","","","blockNr_1_taskNr_4_trialNr_1_German_recording.wav","","","","","","","p_schwa","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","2","13","5","","","blockNr_1_taskNr_4_trialNr_2_German_recording.wav","","","","","","","f_i","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","3","11","4","","","blockNr_1_taskNr_4_trialNr_3_German_recording.wav","","","","","","","p_u","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","4","9","3","","","blockNr_1_taskNr_4_trialNr_4_German_recording.wav","","","","","","","f_u","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","5","24","8","","","blockNr_1_taskNr_4_trialNr_5_German_recording.wav","","","","","","","p_o","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","6","20","7","","","blockNr_1_taskNr_4_trialNr_6_German_recording.wav","","","","","","","f_o","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","7","3","1","","","blockNr_1_taskNr_4_trialNr_7_German_recording.wav","","","","","","","f_schwa","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","8","10","4","","","blockNr_1_taskNr_4_trialNr_8_German_recording.wav","","","","","","","p_u","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","9","6","2","","","blockNr_1_taskNr_4_trialNr_9_German_recording.wav","","","","","","","p_schwa","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","10","2","1","","","blockNr_1_taskNr_4_trialNr_10_German_recording.wav","","","","","","","f_schwa","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","11","23","8","","","blockNr_1_taskNr_4_trialNr_11_German_recording.wav","","","","","","","p_o","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","12","22","8","","","blockNr_1_taskNr_4_trialNr_12_German_recording.wav","","","","","","","p_o","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","13","16","6","","","blockNr_1_taskNr_4_trialNr_13_German_recording.wav","","","","","","","p_i","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","14","12","4","","","blockNr_1_taskNr_4_trialNr_14_German_recording.wav","","","","","","","p_u","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","15","1","1","","","blockNr_1_taskNr_4_trialNr_15_German_recording.wav","","","","","","","f_schwa","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","16","19","7","","","blockNr_1_taskNr_4_trialNr_16_German_recording.wav","","","","","","","f_o","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","17","14","5","","","blockNr_1_taskNr_4_trialNr_17_German_recording.wav","","","","","","","f_i","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","18","18","6","","","blockNr_1_taskNr_4_trialNr_18_German_recording.wav","","","","","","","p_i","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","19","17","6","","","blockNr_1_taskNr_4_trialNr_19_German_recording.wav","","","","","","","p_i","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","20","21","7","","","blockNr_1_taskNr_4_trialNr_20_German_recording.wav","","","","","","","f_o","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","21","15","5","","","blockNr_1_taskNr_4_trialNr_21_German_recording.wav","","","","","","","f_i","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","22","7","3","","","blockNr_1_taskNr_4_trialNr_22_German_recording.wav","","","","","","","f_u","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","23","8","3","","","blockNr_1_taskNr_4_trialNr_23_German_recording.wav","","","","","","","f_u","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",4,"German","24","5","2","","","blockNr_1_taskNr_4_trialNr_24_German_recording.wav","","","","","","","p_schwa","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","1","7","3","","","","","blockNr_1_taskNr_6_trialNr_1_spanish_recording.wav","","f_o","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","2","2","1","","","","","blockNr_1_taskNr_6_trialNr_2_spanish_recording.wav","","p_i","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","3","11","4","","","","","blockNr_1_taskNr_6_trialNr_3_spanish_recording.wav","","p_o","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","4","24","8","","","","","blockNr_1_taskNr_6_trialNr_4_spanish_recording.wav","","p_a","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","5","1","1","","","","","blockNr_1_taskNr_6_trialNr_5_spanish_recording.wav","","p_i","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","6","14","5","","","","","blockNr_1_taskNr_6_trialNr_6_spanish_recording.wav","","f_u","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","7","20","7","","","","","blockNr_1_taskNr_6_trialNr_7_spanish_recording.wav","","f_a","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","8","18","6","","","","","blockNr_1_taskNr_6_trialNr_8_spanish_recording.wav","","p_u","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","9","9","3","","","","","blockNr_1_taskNr_6_trialNr_9_spanish_recording.wav","","f_o","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","10","19","7","","","","","blockNr_1_taskNr_6_trialNr_10_spanish_recording.wav","","f_a","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","11","17","6","","","","","blockNr_1_taskNr_6_trialNr_11_spanish_recording.wav","","p_u","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","12","10","4","","","","","blockNr_1_taskNr_6_trialNr_12_spanish_recording.wav","","p_o","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","13","13","5","","","","","blockNr_1_taskNr_6_trialNr_13_spanish_recording.wav","","f_u","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","14","12","4","","","","","blockNr_1_taskNr_6_trialNr_14_spanish_recording.wav","","p_o","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","15","3","1","","","","","blockNr_1_taskNr_6_trialNr_15_spanish_recording.wav","","p_i","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","16","22","8","","","","","blockNr_1_taskNr_6_trialNr_16_spanish_recording.wav","","p_a","","","","yes","","","2022-06-28T03:06:46.000Z",448158,"group_1",510042,"session_1",1,"2022-06-28T02:49:45.000Z","","","","not measured","",true
