"Block_Nr","Block_Name","Task_Nr","Task_Name","Trial_Nr","Trial_Id","Condition_Id","english_recording","German_recording","prolific_id","spanish_recording","word","word_9078c","word_french","word_french_recording","word_german","completed","crowdsourcing_code","crowdsourcing_subj_id","end_time","exp_subject_id","group_name","rec_session_id","session_name","session_nr","start_time","subj_counter_global","subj_counter_per_group","subject_code","time_delay_offset","time_measure_std","unlocked"
1,"block_1",4,"French","11","14","5","","","","","","","f_i","blockNr_1_taskNr_4_trialNr_11_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",4,"French","12","21","7","","","","","","","f_o","blockNr_1_taskNr_4_trialNr_12_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",4,"French","13","2","1","","","","","","","f_schwa","blockNr_1_taskNr_4_trialNr_13_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",4,"French","14","24","8","","","","","","","p_o","blockNr_1_taskNr_4_trialNr_14_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",4,"French","15","6","2","","","","","","","p_schwa","blockNr_1_taskNr_4_trialNr_15_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",4,"French","16","13","5","","","","","","","f_i","blockNr_1_taskNr_4_trialNr_16_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",4,"French","17","19","7","","","","","","","f_o","blockNr_1_taskNr_4_trialNr_17_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",4,"French","18","16","6","","","","","","","p_i","blockNr_1_taskNr_4_trialNr_18_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",4,"French","19","3","1","","","","","","","f_schwa","blockNr_1_taskNr_4_trialNr_19_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",4,"French","20","15","5","","","","","","","f_i","blockNr_1_taskNr_4_trialNr_20_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",4,"French","21","8","3","","","","","","","f_u","blockNr_1_taskNr_4_trialNr_21_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",4,"French","22","22","8","","","","","","","p_o","blockNr_1_taskNr_4_trialNr_22_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",4,"French","23","4","2","","","","","","","p_schwa","blockNr_1_taskNr_4_trialNr_23_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",4,"French","24","7","3","","","","","","","f_u","blockNr_1_taskNr_4_trialNr_24_french_recording.wav","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","1","9","3","","","","blockNr_1_taskNr_6_trialNr_1_spanish_recording.wav","","f_o","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","2","16","6","","","","blockNr_1_taskNr_6_trialNr_2_spanish_recording.wav","","p_u","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","3","3","1","","","","blockNr_1_taskNr_6_trialNr_3_spanish_recording.wav","","p_i","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","4","24","8","","","","blockNr_1_taskNr_6_trialNr_4_spanish_recording.wav","","p_a","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","5","6","2","","","","blockNr_1_taskNr_6_trialNr_5_spanish_recording.wav","","f_i","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","6","11","4","","","","blockNr_1_taskNr_6_trialNr_6_spanish_recording.wav","","p_o","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","7","20","7","","","","blockNr_1_taskNr_6_trialNr_7_spanish_recording.wav","","f_a","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","8","22","8","","","","blockNr_1_taskNr_6_trialNr_8_spanish_recording.wav","","p_a","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","9","1","1","","","","blockNr_1_taskNr_6_trialNr_9_spanish_recording.wav","","p_i","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","10","13","5","","","","blockNr_1_taskNr_6_trialNr_10_spanish_recording.wav","","f_u","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","11","5","2","","","","blockNr_1_taskNr_6_trialNr_11_spanish_recording.wav","","f_i","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","12","18","6","","","","blockNr_1_taskNr_6_trialNr_12_spanish_recording.wav","","p_u","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","13","21","7","","","","blockNr_1_taskNr_6_trialNr_13_spanish_recording.wav","","f_a","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","14","2","1","","","","blockNr_1_taskNr_6_trialNr_14_spanish_recording.wav","","p_i","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","15","23","8","","","","blockNr_1_taskNr_6_trialNr_15_spanish_recording.wav","","p_a","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","16","8","3","","","","blockNr_1_taskNr_6_trialNr_16_spanish_recording.wav","","f_o","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","17","12","4","","","","blockNr_1_taskNr_6_trialNr_17_spanish_recording.wav","","p_o","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","18","15","5","","","","blockNr_1_taskNr_6_trialNr_18_spanish_recording.wav","","f_u","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","19","10","4","","","","blockNr_1_taskNr_6_trialNr_19_spanish_recording.wav","","p_o","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","20","17","6","","","","blockNr_1_taskNr_6_trialNr_20_spanish_recording.wav","","p_u","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","21","4","2","","","","blockNr_1_taskNr_6_trialNr_21_spanish_recording.wav","","f_i","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","22","19","7","","","","blockNr_1_taskNr_6_trialNr_22_spanish_recording.wav","","f_a","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","23","7","3","","","","blockNr_1_taskNr_6_trialNr_23_spanish_recording.wav","","f_o","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","24","14","5","","","","blockNr_1_taskNr_6_trialNr_24_spanish_recording.wav","","f_u","","","","yes","","","2022-06-27T22:32:46.000Z",447789,"group_1",509654,"session_1",1,"2022-06-27T22:17:14.000Z","","","","not measured","",true
1,"block_1",1,"prolific_id","1","1","1","","","5e28e045fce1f40a73809269","","","","","","","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","1","16","6","","blockNr_1_taskNr_3_trialNr_1_German_recording.wav","","","","","","","p_i","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","2","1","1","","blockNr_1_taskNr_3_trialNr_2_German_recording.wav","","","","","","","f_schwa","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","3","7","3","","blockNr_1_taskNr_3_trialNr_3_German_recording.wav","","","","","","","f_u","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","4","2","1","","blockNr_1_taskNr_3_trialNr_4_German_recording.wav","","","","","","","f_schwa","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","5","10","4","","blockNr_1_taskNr_3_trialNr_5_German_recording.wav","","","","","","","p_u","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","6","12","4","","blockNr_1_taskNr_3_trialNr_6_German_recording.wav","","","","","","","p_u","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","7","5","2","","blockNr_1_taskNr_3_trialNr_7_German_recording.wav","","","","","","","p_schwa","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","8","11","4","","blockNr_1_taskNr_3_trialNr_8_German_recording.wav","","","","","","","p_u","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","9","8","3","","blockNr_1_taskNr_3_trialNr_9_German_recording.wav","","","","","","","f_u","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","10","22","8","","blockNr_1_taskNr_3_trialNr_10_German_recording.wav","","","","","","","p_o","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","11","9","3","","blockNr_1_taskNr_3_trialNr_11_German_recording.wav","","","","","","","f_u","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","12","17","6","","blockNr_1_taskNr_3_trialNr_12_German_recording.wav","","","","","","","p_i","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","13","24","8","","blockNr_1_taskNr_3_trialNr_13_German_recording.wav","","","","","","","p_o","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","14","13","5","","blockNr_1_taskNr_3_trialNr_14_German_recording.wav","","","","","","","f_i","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","15","19","7","","blockNr_1_taskNr_3_trialNr_15_German_recording.wav","","","","","","","f_o","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","16","4","2","","blockNr_1_taskNr_3_trialNr_16_German_recording.wav","","","","","","","p_schwa","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","17","6","2","","blockNr_1_taskNr_3_trialNr_17_German_recording.wav","","","","","","","p_schwa","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","18","20","7","","blockNr_1_taskNr_3_trialNr_18_German_recording.wav","","","","","","","f_o","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","19","23","8","","blockNr_1_taskNr_3_trialNr_19_German_recording.wav","","","","","","","p_o","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","20","21","7","","blockNr_1_taskNr_3_trialNr_20_German_recording.wav","","","","","","","f_o","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","21","18","6","","blockNr_1_taskNr_3_trialNr_21_German_recording.wav","","","","","","","p_i","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","22","3","1","","blockNr_1_taskNr_3_trialNr_22_German_recording.wav","","","","","","","f_schwa","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","23","15","5","","blockNr_1_taskNr_3_trialNr_23_German_recording.wav","","","","","","","f_i","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",3,"German","24","14","5","","blockNr_1_taskNr_3_trialNr_24_German_recording.wav","","","","","","","f_i","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",4,"French","1","10","4","","","","","","","p_u","blockNr_1_taskNr_4_trialNr_1_french_recording.wav","","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",4,"French","2","19","7","","","","","","","f_o","blockNr_1_taskNr_4_trialNr_2_french_recording.wav","","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",4,"French","3","16","6","","","","","","","p_i","blockNr_1_taskNr_4_trialNr_3_french_recording.wav","","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",4,"French","4","14","5","","","","","","","f_i","blockNr_1_taskNr_4_trialNr_4_french_recording.wav","","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",4,"French","5","18","6","","","","","","","p_i","blockNr_1_taskNr_4_trialNr_5_french_recording.wav","","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
1,"block_1",4,"French","6","6","2","","","","","","","p_schwa","blockNr_1_taskNr_4_trialNr_6_french_recording.wav","","yes","","","2022-06-27T22:33:26.000Z",447832,"group_1",509697,"session_1",1,"2022-06-27T22:20:17.000Z","","","","not measured","",true
